100011500632534,滑县
100011500633253,仝和庄
100011500633578,海生养殖
100011500634839,西盘邱
100011500635496,北豆公
100011500653107,东沈村
100011500654423,范羊
100011500655262,北杨村
100011500655392,石盘屯黄张村
100011500656624,牛林
100011500668005,小宋村
100011500687307,东明店
100011500690580,陶相寺
100011500697834,滑县王村
100011500702625,后岗头
100011500708900,中华路东环
100011500708924,宋小寨
100011500709001,留固
100011500709141,楚旺（VIP）
100011500709153,杨刘庄
100011500709348,东风路东环
100011500709648,赵七级
100011500709674,南故城
100011500709714,亳城
100011500709745,路安村
100011500709928,西水磨湾
100011500709985,林字
100011500711124,焦虎
100011500714141,白道口（VIP)
100011500720661,三棵营（关刘庄）
100011500725066,来宋村
100011500728864,瓦岗乡大范庄
100011500731631,枣村乡北马庄
100011500731954,北李庄
100011500732129,东呼（大芬）
100011500732729,后魏湾
100011500734101,东冢上
100011500734118,小寨
100011500734132,北丈堡
100011500734140,冢上
100011500734162,冯家村
100011500734175,小寨村
100011500734182,八里营
100011500734183,关庄
100011500734194,徐固营
100011500734304,后赵湖
100011500734307,火刘庄
100011500734308,后高汉
100011500734310,内黄北街（VIP）
100011500734320,郭桑屯
100011500734360,李善仪
100011500734382,西大张
100011500734534,北羊坞
100011500734536,东长固
100011500734543,王七庄
100011500734770,后拐（堂上）
100011500734804,齐继
100011500734814,老庙乡左庄
100011500734854,东兰村
100011500734856,南琉璃
100011500734858,小黄滩
100011500734944,尚海村
100011500735141,伏道三街
100011500735201,吉村
100011500735213,汤阴杨辛庄
100011500739383,耿高城
100011500739406,晁寺
100011500740090,第六营
100011500740092,六井
100011500740281,后花固
100011500740798,张固村
100011500740863,侯庄
100011500740865,大江窑
100011500741574,物流园
100011500741713,孟庄
100011500741716,顾德（辛留）
100011500741761,禹村
100011500741910,西沙店
100011500742021,厚礼方屯
100011500745660,南野庄
100011500745688,七里井
100011500745708,前尹王
100011500745869,滑县骨科医院
100011500747226,周庄村
100011500747242,石佛
100011500764823,北韩庄
100011500765591,东英公
100011500765592,四间房粮管所
100011500765678,西缑庄
100011500766003,祁屯
100011500766519,李营
100011500767715,小张盖
100011500769762,新沟村
100011500775641,陈家营
100011500775654,北延屯
100011500776965,田氏陈庄
100011500776982,西张龙（北流河）
100011500776999,西石盘村
100011500777059,宰村
100011500777953,前留村
100011500778982,寺头
100011500780579,万古镇后史寨村
100011500780586,瓦岗孟庄
100011500780625,崔阳城
100011500780649,瓦岗寨
100011500780660,牛屯王村学校
100011500780726,留固镇中付村
100011500780736,田庄村
100011500780792,牛屯镇申林
100011500780814,赵寨
100011500780821,华家
100011500780841,慈周寨（基站）
100011500780862,西罡
100011500780868,秦屯
100011500780871,万古镇袁家庄
100011500781304,上官北
100011500781325,上官镇兰旗屯
100011500788390,前皇甫
100011500797573,西四牌
100011500807698,梁庄镇二杨庄
100011500810083,赵庄
100011500810694,滑县职业中专
100011500812025,赵屯
100011500820849,中流河
100011500821163,马圪垱
100011500824208,黄河路东环
100011500824378,楚旺王庄
100011500824380,南士昌
100011500828765,中福陶瓷园
100011500833587,河门头
100011500839658,太和
100011500839675,西小寨
100011500839676,西姜庄
100011500853959,滑固营
100011500856975,菜园
100011500862625,半坡店乡零河
100011500862630,老庙西
100011500862632,西五方
100011500862633,西呼
100011500862635,郎柳集
100011500865181,谢寨南
100011500865189,荆张村
100011500986306,大王庄
100011500986312,南召集
100011500986315,花堤口
100011500986317,白马道镇冯村
100011500986321,李虎寺
100011500986344,赵拐
100011500998421,北流河
100011501001815,慈周寨
100011501113949,后马胡寨
100011500601643,石村
100011500601661,王家庙
100011500601783,太平岗
100011500601787,黄华寺
100011500601792,水冶
100011500601822,姚村基站(VIP)
100011500601932,东高穴
100011500603302,横水
100011500603317,伦掌谷驼南
100011500603362,铁炉
100011500603381,墁坡
100011500603402,林州
100011500603420,东岗
100011500603423,西丰
100011500603431,三阳
100011500603441,贤麻沟
100011500603641,茶店
100011500603803,林钢
100011500603851,善应
100011500603897,杨家营
100011500604029,都里乡南阳城
100011500604391,下天助
100011500604443,任村故城
100011500604461,清凉寺
100011500604497,张贾店
100011500604755,东柏涧&西柏涧
100011500604871,西鲁仙
100011500605526,交口
100011500605794,陵阳工业区
100011500605837,武家泊
100011500605981,铜冶
100011500606061,伏东沟
100011500606304,石板岩(VIP)
100011500606419,桂林基站
100011500606757,河涧
100011500606927,上庄
100011500606971,史家河
100011500607001,将村侯洼
100011500607049,东赵
100011500607053,采桑
100011500607149,铜冶石堂
100011500607237,河西街
100011500607385,铜冶（基站）
100011500607440,科泉
100011500607565,舜王峪
100011500607615,上营
100011500607678,常家庄(止方)&红旗村
100011500607689,杨家庄
100011500607905,安丰刘家屯
100011500607993,柏尖山
100011500608022,河顺
100011500608460,采桑棋梧村
100011500609338,盘山
100011500609362,伦掌
100011500609454,铜冶化炉
100011500609513,都里乡政府
100011500609515,河街
100011500609545,柳滩
100011500609701,衡水蒋里
100011500609739,小屯
100011500609848,牛窑沟
100011500610967,北观西
100011500610969,营里
100011500611018,南丰
100011500631332,姚村
100011500632151,刘贾店
100011500633143,清池
100011500643758,南平
100011500646344,八角
100011500648566,小五里涧
100011500658645,铜冶八中
100011500664436,孙家岗东北
100011500672671,田西峪
100011500673486,东傍佐
100011500675685,乔家屯
100011500708618,辛安村
100011500708692,可乐山
100011500709143,下台
100011500709228,桂林
100011500709248,河顺东山
100011500709441,城郊付水洼
100011500709561,横水翟区
100011500709585,中华路西环
100011500709622,葛木
100011500709666,横水东下洹
100011500709681,北采桑
100011500709720,王相岩
100011500709749,东风路西环
100011500709754,横水寒镇
100011500709867,南营
100011500720226,水浴
100011500720482,众乐
100011500722642,沙蒋
100011500733289,二龙山
100011500733951,马鞍山
100011500734150,井湾（村通）
100011500734372,陵阳铝电
100011500734745,付家沟（村通）
100011500734766,天井沟（村通）
100011500734784,重兴店（村通）
100011500734878,八里沟（村通）
100011500734938,口上（村通）
100011500734942,东油村（村通）
100011500735237,后坡
100011500735659,贾家村
100011500738524,郭家窑
100011500740096,大南山
100011500740117,太平庄
100011500745632,盘山路（寨底）
100011500745926,南平村
100011500746304,天喜镇
100011500754285,坟头
100011500754685,英烈
100011500754687,都里东水
100011500754744,渔阳
100011500754761,李珍村
100011500754773,上柏树（东彪涧）
100011500761042,付家洞
100011500761062,清浴
100011500761082,南孟庄
100011500761086,安丰赵家窑
100011500761088,下柏树
100011500761090,古井
100011500761104,安丰乡政府（郭家屯）
100011500764960,黄河路西环
100011500765323,科泉西南
100011500766077,下里街（09村通）
100011500766078,龙口（09村通）
100011500766080,魏家庄（09村通）
100011500766733,杜家岗
100011500775661,刘家街南
100011500776968,灵药
100011500777026,付家沟
100011500777034,许炉村
100011500777048,迭坡
100011500777053,东石井岗
100011500782644,南海水库
100011500798021,槐树池村
100011500800862,土楼
100011500801370,马家庄
100011500809099,西下庄
100011500809629,大河头
100011500810111,西牛良
100011500810112,合涧小屯
100011500810126,上柏树
100011500810695,铜冶子珍
100011500816291,官庄2
100011500823592,秦家庄
100011500839875,东卢寨
100011500847665,河间小寨
100011500848078,张家井
100011500848128,达连池
100011500848568,杨家河
100011500922260,沙河
100011500930975,焦家屯
100011500983870,柏庄西环
100011500993564,超限站
100011500993567,水冶化肥厂（VIP）
100011500996312,水冶四中（VIP）
100011500996338,许家沟乡小寨村
100011500996341,安林矿（VIP）
100011500996528,许家沟下庄
100011500996571,北齐村
100011500997161,磊口
100011501132421,茶点小碾
100011500601655,东姚
100011500601777,清林(宋村)
100011500603189,军营村
100011500603232,曲沟一中
100011500603372,埝上
100011500603409,西下恒
100011500603414,连庄
100011500603448,东山矿区
100011500603456,桂林王街
100011500603481,任村
100011500603488,陈沧沟
100011500603538,城郊乡后坡(河东村)
100011500603571,茶点胡家沟
100011500603856,河顺魏庄
100011500604044,水冶东北
100011500604199,桂林鹤山
100011500604432,郝家窑
100011500604679,原康三宗庙
100011500604805,宋老峪(北景色）
100011500604834,郭家岗
100011500604916,青沙村
100011500605581,西章
100011500605719,桃园
100011500605934,洪河屯崔巍炉
100011500606095,大同
100011500606205,水冶镇（VIP）
100011500606255,寨子
100011500606256,北坡
100011500606280,矿物局（VIP）
100011500606394,曲沟三中（VIP）
100011500606402,桂林桃科
100011500606421,李家庄
100011500606464,长坡
100011500606510,上陶
100011500606663,漏子头
100011500606669,卢寨
100011500606685,白云山
100011500606725,桂林张家庄
100011500606760,气象局
100011500606818,五龙城峪
100011500606960,井头
100011500607146,五龙洞
100011500607201,太平
100011500607244,南觅
100011500607255,尖庄
100011500607396,五龙
100011500607608,李家厂
100011500607667,苇涧
100011500607821,水冶广场
100011500607901,临淇
100011500608001,后寨
100011500608035,占元
100011500608046,马家岩
100011500608127,北小庄
100011500608133,东上庄
100011500608141,南沃
100011500608201,路家垴
100011500608226,水冶南街村
100011500608276,成人中专（VIP）
100011500608301,原康
100011500608483,刘家街（VIP）
100011500608544,东岗南丁冶（大井）
100011500608614,万泉湖
100011500609116,茶店山拐头
100011500609375,冯举沟
100011500609433,水冶医院(VIP)
100011500609441,西高平
100011500609461,木家庄
100011500609606,红旗渠（VIP）
100011500609651,窑头村
100011500609661,段村
100011500609716,临淇吕庄
100011500609773,漆峪
100011500611023,武家水
100011500638901,南郝家庄
100011500657757,盘阳
100011500673980,南段村
100011500676222,南峪
100011500690102,李家岗
100011500716784,付家河（刘家河）
100011500717324,孔峪
100011500718265,南园
100011500719425,杓铺村
100011500733603,马鞍脑
100011500733823,合脉掌(村通）
100011500733825,丰乐店
100011500734062,厚子岗（村通）
100011500734228,教场
100011500734232,上庄(村通)
100011500735273,南河（村通）
100011500740098,流山沟
100011500740939,下申街
100011500740940,定角(史家河新)
100011500740950,重机集团
100011500740952,东曲阳
100011500740965,官庄
100011500740978,南陵阳
100011500741142,刑掌
100011500749819,茶店大峪
100011500749830,庞村
100011500754156,临淇镇丰润酒店
100011500764705,槐树屯
100011500765536,曲沟新镇
100011500765981,赵所
100011500766079,林州城北（09村通）
100011500769247,新天河水泥厂
100011500770222,李家寨
100011500788386,冯沟（09村通）
100011500794459,骆家庄
100011500804231,南椒园
100011500810240,水冶建行
100011500810241,水冶东关
100011500816643,北陵阳
100011500841888,东寨
100011500848084,石楼（付村）
100011500848131,南景色
100011500848133,红星村
100011500901090,南窑
100011500922269,南坡
100014265596139,曲沟
100011500777057,老庙二小学
